film_id,title (original),Year of Production,Duration (min),IMDB id
flm0000584,Новости дня № 12 1948 г.,,,
flm0000585,Международный фестиваль молодежи в Праге,,,
flm0000586,Машина 22-12,1949,79,tt0382276
flm0000587,Звериной тропой,,,
flm0000588,Пионерия № 2 1948 г.,,,
flm0000589,Новости дня № 13 1948 г.,,,
flm0000590,Новости дня № 14 1948 г.,,,
flm0000591,Робинзон Крузо,1947,73,tt0038888
flm0000592,Jan Rohác z Dubé,1947,112,tt0151098
flm0000593,Новости дня № 15 1948 г.,,,
flm0000594,Первоклассница,1948,73,tt0040689
flm0000595,Победа советских спортсменок,,,
flm0000596,Повесть о жизни растений,,,
flm0000597,Город поэта,,,
flm0000598,Советский спорт № 2 1948 г.,,,
flm0000599,"За тех, кто в море",1948,86,tt0166886
flm0000600,Зимняя спартакиада,,,
flm0000601,Новости дня № 16 1948 г.,,,
flm0000602,Тимур и его команда,1940,81,tt0180250
flm0000603,Советский спорт № 3 1948 г.,,,
flm0000604,Новости дня № 17 1948 г.,,,
flm0000605,Советская Башкирия,,,
flm0000606,Новости дня № 18 1948 г.,,,
flm0000607,Пионерия № 3 1948 г.,,,
flm0000608,Киносборник научно-популярных и документальных фильмов №7 1948 г.,,,
flm0000609,Мальчик с окраины,1948,82,tt0239585
flm0000610,Польша,,,
flm0000611,Новости дня № 19 1948 г.,,,
flm0000612,Советский спорт № 4 1948 г.,,,
flm0000613,Новости дня № 20 1948 г.,,,
flm0000614,Концерт юных талантов,,,
flm0000615,Новости дня № 21 1948 г.,,,
flm0000616,Днепрогэс,,,
flm0000617,Третий удар,1948,108,tt0040900
flm0000618,А.Н. Островский,,,
flm0000619,Комсомольск,1938,100,tt0030331
flm0000620,Цветной киносборник № 7 1948 г.,,,
flm0000621,Новости дня № 22 1948 г.,,,
flm0000622,Пионерия № 4 1948 г.,,,
flm0000623,Красный галстук,1948,66,tt0238359
flm0000624,Новости дня № 23 1948 г.,,,
flm0000625,Киносборник № 8 1948 г.,,,
flm0000626,Новости дня № 24 1948 г.,,,
flm0000627,Рядовой Александр Матросов,1948,92,tt0173149
flm0000628,Новости дня № 25 1948 г.,,,
flm0000629,Первое мая 1948 года,1948,1,tt0395085
flm0000630,Цикл фильмов,,,
flm0000631,Новости дня № 26 1948 г.,,,
flm0000632,Новости дня № 27 1948 г.,,,
flm0000633,Возвращение с победой,1948,,tt0202664
flm0000634,Поезд идет на Восток,1948,93,tt0041755
flm0000635,Новости дня № 28 1948 г.,,,
flm0000636,Пионерия № 5 1948 г.,,,
flm0000637,Советский спорт № 5 1948 г.,,,
flm0000638,Виссарион Белинский,,,
flm0000639,Новости дня № 29 1948 г.,,,
flm0000640,Сталинград сегодня,,,
flm0000641,Новости дня № 30 1948 г.,,,
flm0000642,Il re si diverte,1941,92,tt0034085
flm0000643,Киносборник №9 1948 г.,,,
flm0000644,Роза и Рафаэль,,,
flm0000645,Новости дня № 31 1948 г.,,,
flm0000646,Tosca,1941,105,tt0033177
flm0000647,Новости дня № 32 1948 г.,,,
flm0000648,Советская Белоруссия,,,
flm0000649,Киносборник №5 1948 г.,,,
flm0000650,Мультипликационная программа,,,
flm0000651,Советский спорт № 6 1948 г.,,,
flm0000652,Выставка в Праге,,,
flm0000653,Новости дня № 33 1948 г.,,,
flm0000654,Пионерия № 6 1948 г.,,,
flm0000655,Советский спорт 1948 г.,,,
flm0000656,Тихая поляна,1946,10,tt6052986
flm0000657,Во льдах Белого моря,,,
flm0000658,Маска,1938,74,tt1268244
flm0000659,Медведь,1938,43,tt0030428
flm0000660,Новости дня № 34 1948 г.,,,
flm0000661,Родные напевы,,,
flm0000662,Чемпион мира,1955,86,tt0046849
flm0000663,Драгоценные зерна,1948,89,tt0171242
flm0000664,Новости дня № 35 1948 г.,,,
flm0000665,Киносборник №10 1948 г.,,,
flm0000666,Andalusische Nächte,1938,94,tt0250957
flm0000667,Новости дня № 36 1948 г.,,,
flm0000668,Новости дня № 37 1948 г.,,,
flm0000669,В мире пресноводных,,,
flm0000670,Далекая невеста,1948,87,tt0040264
flm0000671,Новости дня № 38 1948 г.,,,
flm0000672,Пионерия № 7 1948 г.,,,
flm0000673,Киносборник №8 1948 г.,,,
flm0000674,Наука и техника № 6 1948 г.,,,
flm0000675,Новости дня № 39 1948 г.,,,
flm0000676,Новости дня № 40 1948 г.,,,
flm0000677,Operette,1940,107,tt0032877
flm0000678,Киносборник №7 1948 г.,,,
flm0000679,Искусство актера,,,
flm0000680,Амангельды,1939,79,tt0031037
flm0000681,Песня колхозных полей,,,
flm0000682,Ein Lied für dich,1933,89,tt0024253
flm0000683,День воздушного флота СССР,1949,48,tt19351970
flm0000684,Die Fledermaus,1946,100,tt0037705
flm0000685,Новости дня № 42 1948 г.,,,
flm0000686,Пионерия № 8 1948 г.,,,
flm0000687,В поисках радости,1940,100,tt0175288
flm0000688,Новости дня № 43 1948 г.,,,
flm0000689,Советcкий спорт № 8 1948 г.,,,
flm0000690,Советские спортсмены в Праге,,,
flm0000691,Научно-популярная программа,,,
flm0000692,Port Arthur,1936,81,tt0028128
flm0000693,Из жизни насекомых,,,
flm0000694,Великий гражданин 2 серия,1938,114,tt0029726
flm0000695,Киносборник цветных мульипликационных фильмов,,,
flm0000696,Выставка международной демократической федерации женщин в Париже,,,
flm0000697,День шахтера,,,
flm0000698,Киносбрник №1 1948 г.,,,
flm0000699,Новости дня № 46 1948 г.,,,
flm0000700,Пионерия № 9 1948 г.,,,
flm0000701,Kautschuk,1938,104,tt0030315
flm0000702,Новый Гулливер,1935,75,tt0026793
flm0000703,Мичуринский сад,,,
flm0000704,Новости дня № 47 1948 г.,,,
flm0000705,Новости дня № 48 1948 г.,,,
flm0000706,Жемчужина Севера,,,
flm0000707,Молодая гвардия 1 серия,1948,135,tt0040601
flm0000708,На первенство вооруженных сил СССР,,,
flm0000709,Енисей,,,
flm0000710,Советский спорт № 10 1948 г.,,,
flm0000711,Новости дня № 49 1948 г.,,,
flm0000712,Новости дня № 50 1948 г.,,,
flm0000713,Поколение победителей,1936,100,tt0028116
flm0000714,Молодая гвардия 2 серия,1948,135,tt0040601
flm0000715,Новости дня № 51 1948 г.,,,
flm0000716,Пионерия № 10 1948 г.,,,
flm0000717,Новости дня № 52 1948 г.,,,
flm0000718,Новости дня № 53 1948 г.,,,
flm0000719,Das Herz der Königin,1940,103,tt0032587
flm0000720,Il sogno di Butterfly,1939,100,tt0031949
flm0000721,Новости дня № 54 1948 г.,,,
flm0000722,Новая Албания,1949,,tt0239732
flm0000723,Новости дня № 55 1948 г.,,,
flm0000724,Новости дня № 56 1948 г.,,,
flm0000725,Повесть о настоящем человеке,1948,96,tt0040707
flm0000726,Звенигород,,,
flm0000727,Как устроено и работает тело человека,,,
flm0000728,Кубок СССР по футболу 1948 г. между командами ЦДКА-Спартак (Москва),,,
flm0000729,Каджана,1941,70,tt0233999
flm0000730,Новый киносборник цветных мультипликационных фильмов № 13 1948 г.,,,
flm0000731,Das indische Grabmal,1938,94,tt0030271
flm0000732,Ohm Krüger,1941,124,tt0033973
flm0000733,Новости дня № 58 1948 г.,,,
flm0000734,Новости дня № 59 1948 г.,,,
flm0000735,XXXI Октябрь,,,
flm0000736,Архангельское,,,
flm0000737,Домик в курейке,,,
flm0000738,Живопись Репина,,,
flm0000739,Останкино,,,
flm0000740,Giuseppe Verdi,1938,110,tt0026415
flm0000741,Демократическая Венгрия,1948,,tt13146582
flm0000742,Новости дня № 60 1948 г.,,,
flm0000743,Новости дня № 61 1948 г.,,,
flm0000744,По Сахалину,,,
flm0000745,В день 50-летия МХАТ,,,
flm0000746,Киносборник № 13 цветных мультипликационных фильмов 1948 г.,,,
flm0000747,Träumerei,1944,110,tt0037401
flm0000748,Новости дня № 62 1948 г.,,,
flm0000749,Вернее слуха,,,
flm0000750,Наука и техника № 10 1948 г.,,,
flm0000751,Невидимые лучи,,,
flm0000752,Острее глаза,,,
flm0000753,Остров Ионы,,,
flm0000754,Радиоэхо,,,
flm0000755,Умные машины,,,
flm0000756,Киносборник научно-популярных фильмов № 14 1948 г.,,,
flm0000757,Киносборник № 13 цветных мультипликационных фильмов 1949 г.,,,
flm0000758,Мичурин,1949,81,tt0040585
flm0000759,Новости дня № 63 1949 г.,,,
flm0000760,Пионерия № 12 1949 г.,,,
flm0000761,Советский спорт № 12 1949 г.,,,
flm0000762,У берегов Исландии,,,
flm0000763,Rembrandt,1942,99,tt0035248
flm0000764,Unsterblicher Walzer,1939,96,tt0032083
flm0000765,Советский спорт № 10 1949 г.,,,
flm0000766,Новости дня № 1 1949 г.,,,
flm0000767,В московском зоопарке,,,
flm0000768,"Кинодокументы о В.И. Ленине, снятые при его жизни",,,
flm0000769,Киносборник № 15 1949 г.,,,
flm0000770,Das Lied einer Nacht,1932,85,tt0023137
flm0000771,Новости дня № 2 1949 г.,,,
flm0000772,Новости дня № 3 1949 г.,,,
flm0000773,Владимир Ильич Ленин,1949,95,tt0042671
flm0000774,Eine kleine Nachtmusik,1939,86,tt0031538
flm0000775,Суд чести,1949,100,tt0041932
flm0000776,Новости дня № 4 1949 г.,,,
flm0000777,Новости дня № 5 1949 г.,,,
flm0000778,Они видят вновь,,,
flm0000779,Die drei Codonas,1940,109,tt0135739
flm0000780,Fanny Elssler,1937,80,tt0028851
flm0000781,Киносборник научно-популярных фильмов № 16 1949 г.,,,
flm0000782,Новости дня № 6 1949 г.,,,
flm0000783,Wen die Götter lieben,1942,112,tt0035540
flm0000784,В защиту мира,,,
flm0000785,Азамат,,,
flm0000786,Академик Иван Павлов,1949,93,tt0041101
flm0000787,Памяти великого Ленина,,,
flm0000788,Casta diva,1935,87,tt0026188
flm0000789,Nora,1944,101,tt0037137
flm0000790,Киносборник № 13 1949 г.,,,
flm0000791,Встреча на Эльбе,1949,104,tt0042029
flm0000792,Пионерия № 2 1949 г.,,,
flm0000793,Советский спорт № 2 1949 г.,,,
flm0000794,Киносборник № 17 1949 г.,,,
flm0000795,На воздушных трассах,,,
flm0000796,Maria Ilona,1939,94,tt0031628
flm0000797,Преображенная земля,,,
flm0000798,Der Bettelstudent,1936,90,tt0027351
flm0000799,Киносборник № 12 1949 г.,,,
flm0000800,Сокровища ценского ущелья,1941,60,tt0268709
flm0000801,Посланцы молодости,,,
flm0000802,Новости дня № 14 1949 г.,,,
flm0000803,Советский спорт № 3 1949 г.,,,
flm0000804,Праздник песни советской Латвии,,,
flm0000805,Федя Зайцев,1948,20,tt0211364
flm0000806,Madame Bovary,1937,95,tt0029178
flm0000807,По Волге,,,
flm0000808,Dharti Ke Lal,1950,125,tt0038475
flm0000809,Машенька,1942,66,tt0035044
flm0000810,По почину москвичей,,,
flm0000811,Матч чемпионов,,,
flm0000812,Путь славы,1949,77,tt0176068
flm0000813,История одного кольца,,,
flm0000814,Орденоносная московская область,,,
flm0000815,Südseeparadies,1940,12,tt9458184
flm0000816,Der Kaiser von Kalifornien,1936,97,tt0027834
flm0000817,Его зовут Сухэ-Батор,1942,,tt0035578
flm0000818,Сталинградская битва 1 серия,1949,81,tt0041916
flm0000819,Алма-Ата,,,
flm0000820,Первое мая 1949 года,,,
flm0000821,Titanic,1943,85,tt0036443
flm0000822,За высокий урожай,,,
flm0000823,Пугачев,1937,93,tt0029449
flm0000824,Чемпион,1948,10,tt6253352
flm0000825,Школа силы и ловкости,,,
flm0000826,Карандаш на льду,1948,22,tt8202560
flm0000827,Киносборник № 20 1949 г.,,,
flm0000828,Кристаллы,1948,20,tt5555120
flm0000829,Солнечный край,,,
flm0000830,Ostatni etap,1948,110,tt0040674
flm0000831,Der Fuchs von Glenarvon,1940,91,tt0033271
flm0000832,Пушкин,,,
flm0000833,Путешествие в Арзрум,1937,72,tt0163792
flm0000834,Dravci,1948,92,tt0175582
flm0000835,Zigeunerbaron,1935,105,tt0027238
flm0000836,Mein Leben für Irland,1941,90,tt0033895
flm0000837,Wasser für Canitoga,1939,119,tt0032111
flm0000838,Die letzte Runde,1940,86,tt0032702
flm0000839,Киносборник № 21 1949 г.,,,
flm0000840,Цветной киносборник №22 1949 г.,,,
flm0000841,Бакинцы,1938,97,tt0254165
flm0000842,Bílá tma,1948,112,tt0040164
flm0000843,"Screen Snapshots Series 18, No. 8",1939,10,tt1008956
flm0000844,Geheimnis Tibet,1943,101,tt0236249
flm0000845,Der ewige Traum,1934,80,tt0025095
flm0000846,Пушкинские дни,,,
flm0000847,Mágnás Miska,1949,95,tt0041676
flm0000848,Земля украинская,,,
flm0000849,Золотые рога,,,
flm0000850,Райнис,1949,,tt0041781
flm0000851,Закаталы,,,
flm0000852,Школа русских мастеров-художников,,,
flm0000853,Последний путь,,,
flm0000854,Friedrich Schiller - Der Triumph eines Genies,1940,102,tt0032494
flm0000855,Наука и техника № 6 1949 г.,,,
flm0000856,Наука и техника № 7 1949 г.,,,
flm0000857,Научно-популярные цветные фильмы,,,
flm0000858,Новости дня № 35 1949 г.,,,
flm0000859,Новости дня № 36 1949 г.,,,
flm0000860,Молодые строители коммунизма,,,
flm0000861,Родина,1940,85,tt0176098
flm0000862,Der Dschungel ruft,1936,,tt0239357
flm0000863,Ein Unsichtbarer geht durch die Stadt,1933,104,tt0024724
flm0000864,Славный юбилей,,,
flm0000865,День военно-морского флота СССР,,,
flm0000866,Цветные фильмы,,,
flm0000867,Der weiße Traum,1943,93,tt0036519
flm0000868,Константин Заслонов,1949,77,tt0041560
flm0000869,Das Lied der Wüste,1939,87,tt0031570
flm0000870,Долина реки Вахш,,,
flm0000871,По тургеневским местам,,,
flm0000872,Follie per l'opera,1948,95,tt0040362
flm0000873,Киносборник научно-популярных фильмов №5 1949 г.,,,
flm0000874,Советский спорт № 8 1949 г.,,,
flm0000875,Truxa,1937,92,tt0028419
flm0000876,Ворота Каспия,,,
flm0000877,Мир победит войну,,,
flm0000878,Брат героя,1940,67,tt0032278
flm0000879,В.И. Суриков,,,
flm0000880,Художник А.Г. Венецианов и его школа,,,
flm0000881,Traummusik,1940,75,tt0033182
flm0000882,Матч дружбы,,,
flm0000883,Слово двадцати восьми миллионов,,,
flm0000884,Василий Баженов,,,
flm0000885,Paracelsus,1943,104,tt0036249
flm0000886,Второй всемирный конгресс молодежи,,,
flm0000887,Будущие мастера,,,
flm0000888,Народные таланты,,,
flm0000889,С огнем не шутят,,,
flm0000890,Великий пример,,,
flm0000891,Talpalatnyi föld,1948,97,tt0040859
flm0000892,Счастливого плавания,1949,85,tt0041846
flm0000893,Schrammeln,1944,93,tt0037249
flm0000894,Зори Парижа,1937,101,tt0129289
flm0000895,Физкультурники Винничины,,,
flm0000896,Вступайте в Досарм,,,
flm0000897,Зодчий Василий Стасов,,,
flm0000898,Мотогонки,,,
flm0000899,Потомок Чингис-Хана,1928,74,tt0019286
flm0000900,Человек с горы высокой,,,
flm0000901,Голубой уголь,,,
flm0000902,Un grand amour de Beethoven,1936,116,tt0028438
flm0000903,Мастера народного искусства,,,
flm0000904,Музыкальная шутка,,,
flm0000905,Nemá barikáda,1949,128,tt0175953
flm0000906,Калининградцы,,,
flm0000907,Колхозная новь,,,
flm0000908,Московская социалистическая,,,
flm0000909,Национальные виды спорта,,,
flm0000910,Подмосковные усадьбы,,,
flm0000911,125-летие государственного ордена Ленина академического Малого театра,,,
flm0000912,Zakazane piosenki,1947,97,tt0040012
flm0000913,Сахалин,,,
flm0000914,Юность мира,1950,,tt6377682
flm0000915,Сталинградская битва 2 серия,1949,81,tt0041916
flm0000916,32-ая годовщина Октября,,,
flm0000917,День чудесных впечатлений,1949,,tt19433344
flm0000918,Под голубым куполом,,,
flm0000919,Спортивная слава,,,
flm0000920,Среди зверей,,,
flm0000921,Tüz,1948,95,tt0040911
flm0000922,Театр зверей,,,
flm0000923,Киносборник №22 1950 г.,,,
flm0000924,Новости дня № 61 1950 г.,,,
flm0000925,Слава труду,,,
flm0000926,Советский спорт № 11 1950 г.,,,
flm0000927,Новости дня № 1 1950 г.,,,
flm0000928,Пионерия № 12 1950 г.,,,
flm0000929,По закавказскому заповеднику,,,
flm0000930,Советский спорт № 12 1950 г.,,,
flm0000931,Киносборник №24 1950 г.,,,
flm0000932,Юность,1937,67,tt1264970
flm0000933,Киносборник № 23 1950 г.,,,
flm0000934,Новая Чехословакия,1950,,tt0400698
flm0000935,Пребывание в СССР делегации крестьян Чехословакии,,,
flm0000936,Кинодокументы о В.И. Ленине,,,
flm0000937,Падение Берлина 2 серия,1950,167,tt0041727
flm0000938,Новости дня № 3 1950 г.,,,
flm0000939,Падение Берлина 1 серия,1950,167,tt0041727
flm0000940,Три встречи,1949,80,tt0040901
flm0000941,Новости дня № 2 1950 г.,,,
flm0000942,Новости дня № 4 1950 г.,,,
flm0000943,Завод имени Сталина,,,
flm0000944,Новости дня № 5 1950 г.,,,
flm0000945,Советский спорт № 1 1950 г.,,,
flm0000946,Пионерия № 1 1950 г.,,,
flm0000947,Женщины в борьбе за мир,,,
flm0000948,Новости дня № 6 1950 г.,,,
flm0000949,Новости дня № 7 1950 г.,,,
flm0000950,Новости дня № 8 1950 г.,,,
flm0000951,Die Buntkarierten,1949,100,tt0041215
flm0000952,В краю вулканов,,,
flm0000953,Долина гейзеров,,,
flm0000954,За мир и демократию,,,
flm0000955,Кубанские казаки,1950,112,tt0041562
flm0000956,Научно-популярные и мультипликационные фильмы,,,
flm0000957,От Теберды до Клухора,,,
flm0000958,Наступление на засуху,,,
flm0000959,Новости дня № 9 1950 г.,,,
flm0000960,Советский спорт № 2 1950 г.,,,
flm0000961,Московский стадион Динамо,,,
flm0000962,Незримые помощники,,,
flm0000963,Памятники древнерусской архитектуры,,,
flm0000964,Сборник цветных мультипликационных фильмов,,,
flm0000965,Школа учителей,,,
flm0000966,Лесная быль,1926,94,tt5229214
flm0000967,Unser täglich Brot,1949,99,tt0042008
flm0000968,Первенство мира по конькам для женщин,,,
flm0000969,Desert Victory,1943,62,tt0035796
flm0000970,Садриддин Айни,,,
flm0000971,У них есть Родина,1950,90,tt0166742
flm0000972,ЦТКА,,,
flm0000973,Страна голосует,,,
flm0000974,Москва голосует,,,
flm0000975,Сборник мультипликационных фильмов,,,
flm0000976,Le point du jour,1949,101,tt0041756
flm0000977,Спорт смелых,,,
flm0000978,Алитет уходит в горы,1950,100,tt0041110
flm0000979,Советский Казахстан,,,
flm0000980,Главное адмиралтейство в Ленинграде,,,
flm0000981,Rotation,1949,80,tt0041826
flm0000982,Обновление земли,,,
flm0000983,Egy asszony elindul,1949,85,tt0039350
flm0000984,Александр Попов,1949,99,tt0041105
flm0000985,Знание в массы,,,
flm0000986,Соперники,,,
flm0000987,Ladri di biciclette,1948,89,tt0040522
flm0000988,Kind der Donau,1950,78,tt0042645
flm0000989,Встреча чемпионов,,,
flm0000990,Кукушка и скворец,1949,10,tt5873866
flm0000991,Памяти Суворова,,,
flm0000992,Szabóné,1949,102,tt0133223
flm0000993,Щит Джургая,1944,70,tt0263501
flm0000994,Сталевары,,,
flm0000995,Аскания Нова,,,
flm0000996,Город на Волге,,,
flm0000997,У Белого моря,,,
flm0000998,"Le comte de Monte Cristo, 1ère époque: Edmond Dantès",1943,90,tt0035752
flm0000999,Ленинградская здравница,,,
flm0001000,В стране озер и водопадов,,,
flm0001001,В гостях у старейших,,,
flm0001002,"Le comte de Monte Cristo, 2ème époque: Le châtiment",1943,90,tt1104767
flm0001003,Наши крылья,,,
flm0001004,Авиационный спорт,,,
flm0001005,Заговор обреченных,1950,97,tt0043156
flm0001006,Первое мая 1950 года,,,
flm0001007,Figaros Hochzeit,1949,95,tt0037696
flm0001008,Две победы,,,
flm0001009,Жуковский,1950,90,tt0042959
flm0001010,Броненосец Потемкин,1925,66,tt0015648
flm0001011,Czarci zleb,1950,98,tt0042368
flm0001012,Zhong Hua nu er,1949,92,tt0348493
flm0001013,Корейские артисты в Москве,,,
flm0001014,На кубанской земле,,,
flm0001015,Посланцы польских крестьян на Украине,,,
flm0001016,Путь к победе,,,
flm0001017,Дни отдыха,,,
flm0001018,Дума про казака Голоту,1937,83,tt0128953
flm0001019,Revolucni rok 1848,1949,126,tt0152184
flm0001020,Советский народ голосует за мир,,,
flm0001021,Die blauen Schwerter,1949,99,tt0236025
flm0001022,Русский свет,,,
flm0001023,Секретная миссия,1950,98,tt0175148
flm0001024,Днепр,,,
flm0001025,Встреча легкоатлетов СССР-Венгрия,,,
flm0001026,Dva ohne,1950,86,tt0461768
flm0001027,Смелые люди,1950,95,tt0042977
flm0001028,В гостях у советских колхозников,,,
flm0001029,Спортсмены Советской Армии,,,
flm0001030,Guang mang wan zhang,1949,79,tt9485306
flm0001031,Советское черноморье,,,
flm0001032,Wiener Mädeln,1949,109,tt0042043
flm0001033,Воронежский заповедник,,,
flm0001034,На поиски динозавров,,,
flm0001035,Орошение в центрально-черноземных областях,,,
flm0001036,Der Auftrag Höglers,1950,93,tt0042214
flm0001037,Pagliacci - Amore tragico,1948,67,tt0039691
flm0001038,Wu xing de zhan xian,1949,98,tt3399796
flm0001039,Immer bereit,1950,66,tt0322726
flm0001040,Великая сила,1951,106,tt0041427
flm0001041,Kalin orelat,1950,89,tt0305717
flm0001042,Живопись Шишкина,,,
flm0001043,Соревнование сильнейших,,,
flm0001044,Художник Федотов,,,
flm0001045,Победа китайского народа,1950,88,tt0396813
flm0001046,За мир во всем мире,,,
flm0001047,Новости сельского хозяйства 1950 г.,,,
flm0001048,Der Rat der Götter,1950,105,tt0042877
flm0001049,В Ясной поляне,,,
flm0001050,Новости сельского хозяйства № 2 1950 г.,,,
flm0001051,Clochemerle,1948,90,tt0040236
flm0001052,Мастера шелковых тканей,,,
flm0001053,По Чусовой,,,
flm0001054,XXXIII Октябрь,,,
flm0001055,Мусоргский,1950,120,tt0042765
flm0001056,На кубок СССР по футболу,,,
flm0001057,Освобожденный Китай,1951,105,tt0042785
flm0001058,Поднятая целина,1940,118,tt0031802
flm0001059,L'elisir d'amore,1947,75,tt0038508
flm0001060,Mr. Smith Goes to Washington,1939,129,tt0031679
flm0001061,Колхозные физкультурники,,,
flm0001062,Новый стадион,,,
flm0001063,Чудесная лаборатория,,,
flm0001064,Далеко от Москвы,1950,103,tt0042371
flm0001065,Демократическая Германия,,,
flm0001066,Эльбрус,,,
flm0001067,Архитектор Матвей Казаков,,,
flm0001068,Пенаты,,,
flm0001069,Киносборник цветных мультипликационных фильмов № 27 1951 г.,,,
flm0001070,Mr. Deeds Goes to Town,1936,115,tt0027996
flm0001071,Новости сельского хозяйства № 3 1951 г.,,,
flm0001072,Past,1950,94,tt0169118
flm0001073,Свердловск и его окрестности,,,
flm0001074,На севере уральской Тайги,,,
flm0001075,Весна в Сакене,1951,89,tt0234984
flm0001076,Valley of the Sun,1942,78,tt0035502
flm0001077,По Северной Буковине,,,
flm0001078,По кавказскому заповеднику,,,
flm0001079,Viva Villa!,1934,115,tt0025948
flm0001080,Priehrada,1950,,tt0250669
flm0001081,Северная Осетия,,,
flm0001082,Новости сельского хозяйства № 4 1951 г.,,,
flm0001083,Le mura di Malapaga,1949,89,tt0040137
flm0001084,Советская Удмуртия,,,
flm0001085,Академик Зелинский,,,
flm0001086,В борьбе за первенство,,,
flm0001087,У истоков истины,,,
flm0001088,Берегите сердце,,,
flm0001089,Остров морского котика,,,
flm0001090,Под знаменем мира,,,
flm0001091,Марийская АССР,,,
flm0001092,Frühling auf dem Eis,1951,95,tt0042486
flm0001093,Насекомоядные растения,,,
flm0001094,Новости сельского хозяйства № 2 1951 г.,,,
flm0001095,Dwie brygady,1950,86,tt0042424
flm0001096,Советская Чувашия,,,
flm0001097,Щедрое лето,1951,87,tt0042930
flm0001098,V trestném území,1951,80,tt0212582
flm0001099,Жигули,,,
flm0001100,На выставке электропромышленности,,,
flm0001101,В степи,1951,44,tt0328600
flm0001102,"Киносборник цветных художественных фильмов № 31 ""В степи"" 1951 г.",,,
flm0001103,Kis Katalin házassága,1950,98,tt0042647
flm0001104,Советский Туркменистан,,,
flm0001105,Сказка о рыбаке и рыбке,1950,32,tt5437470
flm0001106,Первая сессия всемирного совета мира,,,
flm0001107,В гостях в колхозе,,,
flm0001108,Janika,1949,80,tt0041518
flm0001109,"Цветной киносборник № 28 ""По советской Сибири"" 1951 г.",,,
flm0001110,Первая сессия всемирноо совета мира,,,
flm0001111,Новости сельского хозяйства № 1 1951 г.,,,
flm0001112,Советская Армения,,,
flm0001113,В мирные дни,1951,97,tt0043095
flm0001114,Советский Азербайджан,1951,,tt19296428
flm0001115,"Цветной киносборник цветных художественных фильмов № 31 ""В степи"" 1951 г.",,,
flm0001116,В верховьях Иртыша,,,
flm0001117,Зеленые берега,,,
flm0001118,Новости дня № 18 1951 г.,,,
flm0001119,Советский спорт № 3 1951 г.,,,
flm0001120,Pierwszy start,1951,103,tt0043921
flm0001121,Волочаевские дни,1938,107,tt0030949
flm0001122,Всесоюзное соревнование фигуристов,,,
flm0001123,Неделя детской книги,,,
flm0001124,Спорт отважных,,,
flm0001125,Vstanou noví bojovníci,1951,104,tt0176303
flm0001126,Присуждение международных сталинских премий мира,,,
flm0001127,Советская Татария,,,
flm0001128,Донецкие шахтеры,1951,93,tt0042407
flm0001129,Robinson warszawski,1950,86,tt0042731
flm0001130,Pokój zwyciezy!,1939,78,tt0031656
flm0001131,Киноконцерт 1942,1943,,tt0033789
flm0001132,Кама-река,,,
flm0001133,В горном Крыму,,,
flm0001134,В садах Молдавии,,,
flm0001135,Советская Осетия,,,
flm0001136,Warszawska premiera,1951,101,tt0044197
flm0001137,По новому Китаю,,,
flm0001138,На первенство СССР по футболу ЦДСА-Спартак,,,
flm0001139,На первенство мира по шахматам,1951,10,tt6689850
flm0001140,Спортивная честь,1951,107,tt0174235
flm0001141,Цветущая Украина,1950,,tt28298265
flm0001142,Киев,,,
flm0001143,Заря над Карпатами,1949,,tt0173482
flm0001144,Gang tie zhan shi,1950,96,tt13364394
flm0001145,Памятники Бородино,,,
flm0001146,Звериный город,,,
flm0001147,Повесть о коне золотом,,,
flm0001148,Zocelení,1951,85,tt0169408
flm0001149,Pagliacci,1936,92,tt0027450
flm0001150,Большая любовь Бетховена,1936,116,tt0028438
flm0001151,Новости дня № 30 1951 г.,,,
flm0001152,Советский спорт № 6 1951 г.,,,
flm0001153,Новый Пекин,1950,,tt0171579
flm0001154,Кавалер золотой звезды,1951,95,tt0043701
flm0001155,Человек идет по следу,,,
flm0001156,Новости дня № 31 1951 г.,,,
flm0001157,Пионерия № 6 1951 г.,,,
flm0001158,Наука и техника № 6 1951 г.,,,
flm0001159,Новости дня № 32 1951 г.,,,
flm0001160,Первое мая 1951 года,,,
flm0001161,Наши субтропики,,,
flm0001162,Лесные звери,,,
flm0001163,Die Sonnenbrucks,1951,98,tt0230805
flm0001164,Новости дня № 33 1951 г.,,,
flm0001165,Киносборник № 32 цветных мультипликаций 1951 г.,,,
flm0001166,Новости дня № 34 1951 г.,,,
flm0001167,Rasuna valea,1950,68,tt0041784
flm0001168,Вратарь,1936,75,tt0028473
flm0001169,Пионерия № 7 1951 г.,,,
flm0001170,Наука и техника № 8 1951 г.,,,
flm0001171,Советский спорт № 7 1951 г.,,,
flm0001172,Новости дня № 35 1951 г.,,,
flm0001173,Китайский цирк,,,
flm0001174,Peter,1934,85,tt0025647
flm0001175,По тихому Дону,,,
flm0001176,Левитан,,,
flm0001177,Международная встреча легкоатлетов СССР-Польша-Румыния,,,
flm0001178,Новости дня № 37 1951 г.,,,
flm0001179,Новости дня № 36 1951 г.,,,
flm0001180,Советский Дагестан,,,
flm0001181,Különös házasság,1951,112,tt0042660
flm0001182,В зарослях волжской дельты,,,
flm0001183,Новости дня № 39 1951 г.,,,
flm0001184,Таежная сказка,1951,10,tt4857252
flm0001185,Славное море,,,
flm0001186,Киносборник № 32 1951 г.,,,
